age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
24,private,108495,some_college,never_married,adm_clerical,own_child,white,male,0,0,40,india,<=50K
27,self_emp_not_inc,212041,bachelors,never_married,sales,not_in_family,white,male,0,0,50,united_states,<=50K
69,self_emp_inc,182451,bachelors,separated,exec_managerial,not_in_family,white,male,0,0,40,united_states,<=50K
30,private,124020,hs_grad,married_spouse_absent,adm_clerical,not_in_family,white,male,0,0,40,united_states,<=50K
29,private,199116,hs_grad,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,puerto_rico,<=50K
17,unknown,144114,10th,never_married,unknown,own_child,white,male,0,0,40,united_states,<=50K
61,private,107438,7th_8th,married_civ_spouse,transport_moving,husband,black,male,0,1651,40,united_states,<=50K
70,private,405362,7th_8th,widowed,other_service,unmarried,black,female,0,0,38,united_states,<=50K
32,private,175856,bachelors,married_civ_spouse,tech_support,husband,white,male,0,1902,40,united_states,>50K
21,unknown,262241,hs_grad,never_married,unknown,other_relative,white,male,0,0,40,united_states,<=50K
27,self_emp_not_inc,420054,hs_grad,never_married,craft_repair,unmarried,white,male,9562,0,50,united_states,>50K
27,private,86681,bachelors,never_married,other_service,not_in_family,white,female,0,0,40,united_states,<=50K
19,private,187161,some_college,never_married,sales,own_child,white,female,0,0,25,united_states,<=50K
44,state_gov,691903,masters,married_civ_spouse,prof_specialty,husband,black,male,0,0,60,united_states,>50K
36,private,219483,some_college,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,<=50K
45,private,199058,masters,married_civ_spouse,exec_managerial,husband,white,male,7298,0,50,united_states,>50K
29,private,192010,bachelors,never_married,prof_specialty,not_in_family,white,female,0,0,60,poland,<=50K
34,federal_gov,419691,bachelors,married_civ_spouse,protective_serv,husband,white,male,7298,0,54,united_states,>50K
28,local_gov,356089,bachelors,never_married,prof_specialty,other_relative,white,male,0,0,50,united_states,<=50K
34,private,684015,5th_6th,never_married,handlers_cleaners,own_child,white,male,0,0,40,el_salvador,<=50K
18,private,36882,hs_grad,never_married,adm_clerical,own_child,white,female,0,0,20,united_states,<=50K
39,private,203180,some_college,divorced,farming_fishing,unmarried,white,female,0,0,45,united_states,<=50K
34,private,183811,some_college,never_married,handlers_cleaners,not_in_family,white,male,0,0,40,united_states,<=50K
35,local_gov,103966,masters,divorced,adm_clerical,unmarried,white,female,0,0,41,united_states,<=50K
24,private,304602,hs_grad,never_married,handlers_cleaners,own_child,white,male,0,0,40,united_states,<=50K
41,private,57233,bachelors,married_civ_spouse,sales,husband,white,male,0,0,70,united_states,<=50K
50,state_gov,289207,doctorate,married_civ_spouse,prof_specialty,husband,white,male,0,1902,45,united_states,>50K
68,private,224019,some_college,divorced,exec_managerial,not_in_family,white,male,0,0,30,united_states,<=50K
35,private,267966,11th,never_married,machine_op_inspct,not_in_family,white,male,0,0,50,united_states,<=50K
47,private,214800,assoc_voc,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,40,united_states,<=50K
43,local_gov,241528,masters,divorced,prof_specialty,unmarried,white,female,0,0,40,united_states,<=50K
35,private,197365,hs_grad,married_civ_spouse,farming_fishing,husband,white,male,0,0,40,united_states,<=50K
34,private,296724,some_college,never_married,exec_managerial,not_in_family,white,female,0,0,17,united_states,<=50K
26,private,136226,hs_grad,never_married,craft_repair,own_child,white,male,0,0,40,united_states,<=50K
50,private,40623,some_college,divorced,sales,not_in_family,white,female,0,0,40,united_states,<=50K
22,private,264874,hs_grad,never_married,craft_repair,own_child,white,female,0,0,40,united_states,<=50K
20,private,112847,hs_grad,never_married,farming_fishing,own_child,asian_pac_islander,male,0,0,40,united_states,<=50K
18,unknown,236090,hs_grad,never_married,unknown,own_child,white,female,0,0,40,united_states,<=50K
52,self_emp_not_inc,89028,hs_grad,married_civ_spouse,craft_repair,husband,asian_pac_islander,male,0,0,40,united_states,<=50K
71,state_gov,210673,hs_grad,married_civ_spouse,protective_serv,husband,white,male,0,0,28,united_states,<=50K
55,private,60193,hs_grad,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,<=50K
17,private,216137,11th,never_married,sales,own_child,white,female,0,0,8,united_states,<=50K
36,private,139743,some_college,widowed,prof_specialty,own_child,white,female,0,0,40,united_states,<=50K
25,unknown,32276,bachelors,married_civ_spouse,unknown,husband,white,male,0,0,40,united_states,<=50K
39,local_gov,423605,12th,married_civ_spouse,transport_moving,husband,white,male,0,1848,40,nicaragua,>50K
27,private,298871,bachelors,never_married,other_service,not_in_family,asian_pac_islander,male,0,0,40,philippines,<=50K
42,private,318255,hs_grad,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,<=50K
22,private,347867,hs_grad,married_spouse_absent,sales,not_in_family,white,male,0,1719,40,united_states,<=50K
57,private,279636,assoc_voc,never_married,craft_repair,not_in_family,white,male,0,0,40,united_states,>50K
34,private,405386,some_college,never_married,craft_repair,not_in_family,black,male,0,0,28,united_states,<=50K
31,private,297188,masters,never_married,prof_specialty,not_in_family,white,female,0,0,60,united_states,<=50K
24,private,182342,bachelors,never_married,sales,own_child,white,male,0,0,40,united_states,<=50K
41,self_emp_not_inc,229148,hs_grad,never_married,other_service,not_in_family,black,male,0,0,60,jamaica,<=50K
30,private,189620,some_college,divorced,prof_specialty,not_in_family,white,female,6849,0,40,england,<=50K
17,private,413557,11th,never_married,adm_clerical,own_child,white,female,0,0,32,united_states,<=50K
26,self_emp_inc,246025,hs_grad,separated,sales,unmarried,white,female,0,0,20,honduras,<=50K
32,private,390997,1st_4th,never_married,farming_fishing,not_in_family,other,male,0,0,50,mexico,<=50K
55,private,102058,10th,married_civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,<=50K
19,private,247298,12th,married_spouse_absent,other_service,own_child,other,female,0,0,20,united_states,<=50K
28,private,140108,masters,divorced,prof_specialty,not_in_family,white,female,0,0,50,united_states,<=50K
55,unknown,216941,hs_grad,married_civ_spouse,unknown,wife,white,female,2885,0,40,united_states,<=50K
49,private,81654,prof_school,married_civ_spouse,prof_specialty,husband,white,male,0,0,60,united_states,>50K
23,private,177526,bachelors,never_married,exec_managerial,not_in_family,white,male,0,0,40,united_states,<=50K
43,private,64631,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
40,private,110028,some_college,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
41,private,203761,bachelors,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,>50K
23,private,163870,some_college,never_married,craft_repair,own_child,white,male,0,0,40,united_states,<=50K
59,federal_gov,117299,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,1887,40,united_states,>50K
20,private,50648,hs_grad,never_married,handlers_cleaners,own_child,white,male,0,0,35,united_states,<=50K
21,private,166517,hs_grad,never_married,craft_repair,own_child,white,male,0,0,40,united_states,<=50K
28,unknown,173800,bachelors,married_spouse_absent,unknown,not_in_family,asian_pac_islander,female,0,0,10,taiwan,<=50K
44,self_emp_inc,181762,some_college,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,<=50K
31,self_emp_not_inc,340880,bachelors,married_civ_spouse,sales,husband,white,male,0,0,48,united_states,<=50K
50,self_emp_not_inc,114758,bachelors,never_married,craft_repair,not_in_family,white,male,4416,0,45,united_states,<=50K
54,private,138847,hs_grad,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,45,united_states,>50K
28,private,215014,hs_grad,married_civ_spouse,transport_moving,husband,white,male,0,0,50,united_states,<=50K
34,private,183778,hs_grad,divorced,transport_moving,not_in_family,white,male,0,0,40,united_states,<=50K
46,private,273629,masters,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,>50K
28,self_emp_inc,113870,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,60,united_states,>50K
23,private,213955,hs_grad,never_married,adm_clerical,own_child,black,male,0,2001,40,united_states,<=50K
29,private,114982,bachelors,married_civ_spouse,tech_support,husband,white,male,0,0,40,united_states,>50K
35,private,205338,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
41,self_emp_not_inc,57924,some_college,married_civ_spouse,farming_fishing,husband,white,male,7688,0,50,united_states,>50K
90,unknown,225063,some_college,never_married,unknown,own_child,asian_pac_islander,male,0,0,10,south,<=50K
35,self_emp_not_inc,202027,masters,married_civ_spouse,exec_managerial,husband,white,male,7688,0,55,united_states,>50K
20,private,281356,hs_grad,married_civ_spouse,handlers_cleaners,husband,other,male,0,0,40,united_states,<=50K
42,private,30824,masters,divorced,prof_specialty,not_in_family,white,female,2354,0,16,united_states,<=50K
56,private,98809,7th_8th,married_civ_spouse,machine_op_inspct,wife,white,female,5013,0,45,united_states,<=50K
31,private,38223,bachelors,never_married,sales,own_child,white,male,0,0,45,united_states,<=50K
23,private,172232,hs_grad,never_married,tech_support,own_child,white,male,0,0,50,united_states,<=50K
60,private,140544,hs_grad,never_married,handlers_cleaners,not_in_family,white,male,0,0,40,united_states,<=50K
28,private,221366,some_college,never_married,craft_repair,own_child,white,male,0,0,40,united_states,<=50K
32,private,180799,some_college,married_civ_spouse,transport_moving,husband,white,male,0,0,60,united_states,>50K
36,private,111499,masters,never_married,exec_managerial,not_in_family,white,female,14084,0,40,united_states,>50K
44,self_emp_not_inc,155930,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,60,united_states,<=50K
34,private,201122,some_college,married_civ_spouse,craft_repair,husband,white,male,0,0,48,united_states,>50K
27,private,101709,hs_grad,never_married,sales,own_child,asian_pac_islander,male,0,0,40,united_states,<=50K
49,private,140121,hs_grad,divorced,exec_managerial,unmarried,white,male,0,0,50,united_states,<=50K
48,private,172709,hs_grad,divorced,other_service,unmarried,black,female,0,0,40,united_states,<=50K
47,private,120131,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,50,united_states,>50K
34,private,117444,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,65,united_states,>50K
27,private,256764,assoc_acdm,never_married,sales,not_in_family,white,male,0,0,40,united_states,<=50K
31,local_gov,176185,bachelors,married_civ_spouse,machine_op_inspct,husband,white,male,4064,0,40,unknown,<=50K
24,private,223811,some_college,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
24,private,201603,hs_grad,divorced,handlers_cleaners,not_in_family,white,male,0,0,30,united_states,<=50K
25,private,138765,some_college,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,<=50K
36,private,133974,assoc_voc,divorced,sales,unmarried,white,female,0,0,40,united_states,<=50K
38,federal_gov,137953,hs_grad,married_civ_spouse,adm_clerical,husband,white,male,0,0,45,united_states,<=50K
57,private,103403,5th_6th,married_civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,<=50K
24,private,461678,some_college,married_civ_spouse,farming_fishing,husband,white,male,0,0,50,united_states,>50K
41,state_gov,70884,hs_grad,married_civ_spouse,tech_support,husband,white,male,0,0,40,united_states,<=50K
56,state_gov,466498,assoc_voc,married_civ_spouse,craft_repair,husband,black,male,0,0,60,united_states,>50K
19,private,148644,hs_grad,never_married,adm_clerical,own_child,white,female,0,0,40,united_states,<=50K
44,private,190739,hs_grad,never_married,other_service,other_relative,black,male,0,0,32,united_states,<=50K
34,private,299507,assoc_voc,never_married,craft_repair,not_in_family,white,female,0,0,40,united_states,<=50K
25,private,211424,bachelors,never_married,exec_managerial,own_child,white,male,0,0,40,united_states,<=50K
27,state_gov,106721,hs_grad,married_civ_spouse,tech_support,husband,white,male,0,0,40,united_states,<=50K
22,private,192017,hs_grad,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,<=50K
59,private,530099,some_college,married_civ_spouse,craft_repair,husband,white,male,0,1887,55,united_states,>50K
34,private,119153,11th,married_civ_spouse,transport_moving,husband,white,male,0,0,50,united_states,<=50K
30,private,202450,hs_grad,married_civ_spouse,transport_moving,husband,white,male,0,0,65,united_states,>50K
21,private,50341,some_college,never_married,adm_clerical,not_in_family,white,female,0,0,38,united_states,<=50K
24,private,140001,some_college,never_married,handlers_cleaners,other_relative,white,male,0,0,40,italy,<=50K
19,unknown,220517,some_college,never_married,unknown,own_child,white,female,0,0,15,united_states,<=50K
82,unknown,52921,some_college,widowed,unknown,not_in_family,amer_indian_eskimo,male,0,0,3,united_states,<=50K
35,private,31964,bachelors,married_civ_spouse,sales,husband,white,male,0,0,50,united_states,>50K
32,private,148207,assoc_voc,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
45,private,151627,some_college,divorced,adm_clerical,unmarried,white,female,0,0,45,united_states,<=50K
30,private,402539,hs_grad,never_married,adm_clerical,unmarried,white,female,0,0,40,united_states,<=50K
28,self_emp_not_inc,188278,bachelors,married_civ_spouse,craft_repair,husband,white,male,0,0,55,united_states,<=50K
28,self_emp_not_inc,96219,bachelors,married_civ_spouse,sales,wife,white,female,0,0,5,united_states,<=50K
29,private,340534,hs_grad,never_married,adm_clerical,not_in_family,white,female,0,0,44,united_states,<=50K
60,private,160339,some_college,married_civ_spouse,craft_repair,husband,white,male,0,0,40,columbia,<=50K
28,private,120135,assoc_voc,never_married,sales,not_in_family,white,female,0,0,40,united_states,<=50K
38,federal_gov,303817,some_college,divorced,exec_managerial,not_in_family,black,female,0,0,40,united_states,<=50K
31,private,181091,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,50,united_states,>50K
28,private,200515,some_college,married_civ_spouse,other_service,husband,white,male,0,0,35,united_states,>50K
42,private,160893,some_college,married_civ_spouse,other_service,wife,white,female,0,0,23,united_states,<=50K
40,local_gov,183096,9th,married_civ_spouse,other_service,wife,white,female,0,0,40,yugoslavia,>50K
24,private,241367,some_college,never_married,other_service,not_in_family,white,male,0,0,40,united_states,<=50K
37,self_emp_inc,342084,some_college,married_civ_spouse,exec_managerial,husband,white,male,0,0,60,united_states,>50K
36,private,193855,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
39,private,80410,bachelors,never_married,exec_managerial,not_in_family,white,male,0,0,40,united_states,<=50K
22,private,554317,9th,married_spouse_absent,other_service,other_relative,white,male,0,0,35,mexico,<=50K
46,private,85109,some_college,married_civ_spouse,machine_op_inspct,husband,white,male,0,1628,40,united_states,<=50K
28,private,108569,bachelors,married_civ_spouse,prof_specialty,husband,white,male,0,0,43,united_states,<=50K
34,private,120959,some_college,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,<=50K
42,private,222011,some_college,divorced,sales,unmarried,white,female,0,0,43,united_states,<=50K
43,private,238530,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
35,private,48404,hs_grad,never_married,sales,own_child,white,female,0,0,40,united_states,<=50K
60,private,88055,prof_school,married_civ_spouse,prof_specialty,husband,white,male,3781,0,16,united_states,<=50K
33,private,238381,some_college,never_married,craft_repair,not_in_family,black,male,8614,0,40,united_states,>50K
22,private,243923,hs_grad,married_civ_spouse,transport_moving,other_relative,white,male,0,0,80,united_states,<=50K
39,private,305597,assoc_voc,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
33,private,141841,bachelors,married_civ_spouse,exec_managerial,husband,black,male,5178,0,40,united_states,>50K
39,private,129764,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
37,self_emp_not_inc,150993,11th,married_civ_spouse,transport_moving,husband,white,male,0,0,45,united_states,<=50K
63,self_emp_not_inc,147140,7th_8th,married_civ_spouse,farming_fishing,husband,white,male,0,0,60,united_states,>50K
46,state_gov,30219,some_college,married_civ_spouse,exec_managerial,husband,white,male,7688,0,38,united_states,>50K
48,private,167967,hs_grad,separated,machine_op_inspct,unmarried,black,female,0,0,40,united_states,<=50K
33,private,133278,hs_grad,never_married,adm_clerical,own_child,black,female,0,0,40,united_states,<=50K
65,private,172510,some_college,widowed,prof_specialty,not_in_family,white,female,1848,0,20,hungary,<=50K
39,private,192251,hs_grad,never_married,adm_clerical,own_child,white,female,0,0,40,united_states,>50K
43,private,210844,bachelors,divorced,exec_managerial,not_in_family,black,female,0,0,40,united_states,>50K
28,private,263015,10th,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
50,self_emp_not_inc,155118,hs_grad,divorced,exec_managerial,not_in_family,white,female,99999,0,35,united_states,>50K
24,state_gov,232918,bachelors,never_married,prof_specialty,not_in_family,white,male,0,0,20,united_states,<=50K
48,private,143542,hs_grad,divorced,transport_moving,not_in_family,white,male,0,0,40,united_states,<=50K
35,private,45607,some_college,never_married,other_service,not_in_family,white,male,0,0,40,united_states,<=50K
62,private,29828,hs_grad,married_civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,<=50K
42,self_emp_not_inc,104118,some_college,never_married,exec_managerial,not_in_family,white,male,0,0,40,united_states,<=50K
60,private,191446,hs_grad,married_civ_spouse,exec_managerial,husband,white,male,99999,0,40,united_states,>50K
50,private,27484,hs_grad,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,>50K
40,private,205987,prof_school,never_married,exec_managerial,not_in_family,white,female,0,0,40,cuba,<=50K
39,local_gov,143385,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
43,unknown,200508,bachelors,married_civ_spouse,unknown,husband,white,male,0,0,40,united_states,<=50K
43,local_gov,186995,hs_grad,divorced,protective_serv,unmarried,white,female,0,0,40,united_states,<=50K
35,private,54159,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,38,united_states,<=50K
39,private,113481,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,>50K
30,local_gov,235271,bachelors,married_civ_spouse,protective_serv,husband,white,male,0,0,40,united_states,>50K
32,private,349365,some_college,married_civ_spouse,sales,husband,black,male,0,0,65,united_states,<=50K
18,private,283637,some_college,never_married,adm_clerical,not_in_family,white,male,0,0,40,united_states,<=50K
37,private,70282,assoc_acdm,never_married,sales,unmarried,black,female,0,0,40,united_states,<=50K
26,private,166051,bachelors,never_married,adm_clerical,own_child,white,female,0,0,40,united_states,<=50K
51,private,193720,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,42,united_states,<=50K
35,unknown,124836,some_college,divorced,unknown,not_in_family,amer_indian_eskimo,female,0,0,36,united_states,<=50K
33,private,236379,bachelors,married_civ_spouse,sales,husband,white,male,0,0,45,united_states,<=50K
46,private,122026,bachelors,married_civ_spouse,craft_repair,husband,white,male,0,0,44,united_states,>50K
40,private,114537,assoc_voc,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,>50K
34,private,191834,assoc_voc,married_civ_spouse,craft_repair,husband,white,male,0,0,48,united_states,<=50K
29,private,420054,hs_grad,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,<=50K
47,self_emp_not_inc,160045,some_college,widowed,other_service,unmarried,white,female,0,0,35,united_states,<=50K
34,private,303187,bachelors,married_civ_spouse,prof_specialty,husband,asian_pac_islander,male,0,0,40,unknown,>50K
45,private,190088,hs_grad,married_spouse_absent,adm_clerical,unmarried,white,female,0,0,30,united_states,<=50K
53,private,126977,hs_grad,separated,craft_repair,not_in_family,white,male,0,0,35,united_states,<=50K
52,self_emp_not_inc,63004,masters,married_civ_spouse,exec_managerial,husband,asian_pac_islander,male,0,0,40,philippines,<=50K
64,private,391121,7th_8th,married_civ_spouse,farming_fishing,husband,white,male,0,0,40,united_states,>50K
42,private,211450,masters,never_married,exec_managerial,not_in_family,white,male,0,0,45,united_states,>50K
44,private,156413,some_college,married_civ_spouse,tech_support,husband,white,male,0,0,44,united_states,>50K
41,private,116797,hs_grad,married_civ_spouse,sales,husband,white,male,7298,0,50,united_states,>50K
53,local_gov,204447,masters,married_civ_spouse,exec_managerial,husband,white,male,0,0,43,united_states,>50K
25,private,66935,hs_grad,never_married,craft_repair,not_in_family,white,male,0,0,35,united_states,<=50K
20,private,344278,11th,separated,other_service,own_child,white,female,0,0,40,united_states,<=50K
29,private,108574,assoc_voc,never_married,priv_house_serv,own_child,white,female,0,0,40,united_states,<=50K
56,private,244605,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
45,private,363677,doctorate,married_civ_spouse,prof_specialty,wife,white,female,0,1977,30,united_states,>50K
56,private,219762,hs_grad,married_civ_spouse,sales,wife,white,female,0,0,35,united_states,<=50K
38,self_emp_inc,269318,some_college,married_civ_spouse,exec_managerial,husband,white,male,7298,0,40,united_states,>50K
62,private,77884,hs_grad,married_civ_spouse,sales,husband,asian_pac_islander,male,0,0,40,philippines,<=50K
28,self_emp_not_inc,70100,bachelors,never_married,prof_specialty,not_in_family,white,male,0,0,60,united_states,<=50K
31,private,213643,hs_grad,married_civ_spouse,sales,husband,white,male,3908,0,40,united_states,<=50K
24,private,69640,bachelors,never_married,sales,own_child,white,male,0,0,40,united_states,<=50K
65,private,170012,bachelors,married_civ_spouse,adm_clerical,husband,white,male,0,0,34,united_states,<=50K
40,private,329924,hs_grad,separated,handlers_cleaners,not_in_family,black,male,0,0,30,united_states,<=50K
31,private,193285,bachelors,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,<=50K
35,private,261241,hs_grad,divorced,transport_moving,not_in_family,white,male,0,1741,60,united_states,<=50K
42,federal_gov,108183,masters,married_civ_spouse,prof_specialty,husband,asian_pac_islander,male,0,1902,40,south,>50K
20,private,296618,hs_grad,never_married,sales,not_in_family,white,female,0,0,30,united_states,<=50K
30,local_gov,257796,some_college,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,<=50K
25,private,155320,bachelors,never_married,exec_managerial,own_child,white,male,0,0,45,united_states,<=50K
22,private,151888,hs_grad,never_married,other_service,own_child,white,male,0,0,40,united_states,<=50K
65,unknown,143118,hs_grad,widowed,unknown,unmarried,white,female,0,2206,10,united_states,<=50K
31,private,66278,some_college,married_civ_spouse,prof_specialty,wife,white,female,3908,0,40,united_states,<=50K
56,private,92444,some_college,married_civ_spouse,exec_managerial,husband,black,male,0,0,50,united_states,>50K
51,private,229272,hs_grad,divorced,other_service,other_relative,black,male,0,0,32,haiti,<=50K
36,self_emp_not_inc,207202,10th,married_civ_spouse,farming_fishing,husband,white,male,0,0,60,united_states,<=50K
44,state_gov,154176,some_college,divorced,adm_clerical,not_in_family,black,female,0,1590,40,united_states,<=50K
49,private,180899,masters,divorced,exec_managerial,unmarried,white,male,0,1755,45,united_states,>50K
28,private,205337,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
57,private,180779,bachelors,married_civ_spouse,prof_specialty,husband,white,male,7298,0,40,united_states,>50K
33,self_emp_not_inc,343021,some_college,never_married,sales,not_in_family,white,male,0,0,65,united_states,<=50K
49,private,176814,bachelors,married_civ_spouse,adm_clerical,husband,white,male,5178,0,40,united_states,>50K
74,state_gov,88638,doctorate,never_married,prof_specialty,other_relative,white,female,0,3683,20,united_states,>50K
48,private,248059,bachelors,married_civ_spouse,exec_managerial,husband,white,male,5013,0,45,united_states,<=50K
38,private,409604,bachelors,married_civ_spouse,exec_managerial,husband,white,male,15024,0,40,united_states,>50K
39,private,185053,hs_grad,never_married,machine_op_inspct,not_in_family,white,female,0,0,40,united_states,<=50K
46,private,332884,bachelors,married_civ_spouse,exec_managerial,husband,white,male,7298,0,65,united_states,>50K
56,private,212864,bachelors,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,>50K
27,private,66473,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,>50K
17,private,285169,11th,never_married,priv_house_serv,own_child,white,female,0,0,40,united_states,<=50K
28,private,175431,9th,divorced,prof_specialty,not_in_family,black,female,0,0,40,united_states,<=50K
18,unknown,152641,10th,never_married,unknown,own_child,white,male,0,0,40,united_states,<=50K
42,private,339346,masters,divorced,adm_clerical,not_in_family,white,female,0,0,25,united_states,<=50K
39,private,287306,some_college,separated,adm_clerical,unmarried,black,female,0,0,40,united_states,<=50K
29,self_emp_not_inc,70604,hs_grad,married_civ_spouse,farming_fishing,husband,white,male,3464,0,40,united_states,<=50K
21,private,88926,some_college,never_married,prof_specialty,own_child,white,male,0,0,10,united_states,<=50K
36,private,91275,some_college,never_married,adm_clerical,unmarried,asian_pac_islander,female,0,0,40,united_states,<=50K
56,private,244554,10th,widowed,machine_op_inspct,unmarried,black,female,0,0,40,united_states,<=50K
49,private,232586,5th_6th,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
47,self_emp_inc,127678,some_college,married_civ_spouse,sales,husband,white,male,0,0,80,united_states,<=50K
44,private,162184,some_college,separated,adm_clerical,unmarried,white,female,0,0,40,united_states,<=50K
40,private,408229,1st_4th,never_married,other_service,not_in_family,white,male,0,0,45,el_salvador,<=50K
43,state_gov,139734,bachelors,married_civ_spouse,exec_managerial,husband,white,male,15024,0,40,united_states,>50K
62,private,197286,12th,married_civ_spouse,farming_fishing,husband,white,male,0,0,48,germany,<=50K
52,private,229983,prof_school,married_civ_spouse,prof_specialty,wife,white,female,3103,0,30,united_states,>50K
25,private,252803,hs_grad,never_married,other_service,unmarried,black,female,0,0,40,united_states,<=50K
63,self_emp_inc,110890,masters,divorced,prof_specialty,not_in_family,white,male,0,0,70,united_states,>50K
51,private,160724,doctorate,married_civ_spouse,prof_specialty,husband,asian_pac_islander,male,0,0,99,south,<=50K
25,private,89625,hs_grad,never_married,adm_clerical,own_child,asian_pac_islander,female,0,0,40,united_states,<=50K
62,unknown,266037,some_college,married_civ_spouse,unknown,husband,white,male,0,0,40,united_states,<=50K
27,private,126730,hs_grad,never_married,sales,not_in_family,white,female,0,0,40,united_states,<=50K
48,federal_gov,96854,some_college,never_married,adm_clerical,not_in_family,white,male,0,0,30,united_states,<=50K
32,private,186788,hs_grad,married_civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,<=50K
36,private,28996,some_college,married_civ_spouse,sales,husband,white,male,0,0,45,united_states,<=50K
30,self_emp_not_inc,347166,hs_grad,divorced,craft_repair,not_in_family,white,male,0,0,40,united_states,<=50K
45,state_gov,110311,masters,divorced,exec_managerial,unmarried,white,female,0,0,40,united_states,<=50K
27,private,310850,hs_grad,married_civ_spouse,transport_moving,husband,white,male,0,0,50,united_states,<=50K
41,private,220694,bachelors,divorced,other_service,not_in_family,white,male,0,0,37,united_states,<=50K
61,private,149405,hs_grad,married_civ_spouse,other_service,husband,black,male,0,0,40,united_states,<=50K
70,self_emp_inc,131699,bachelors,divorced,exec_managerial,unmarried,white,female,0,0,55,united_states,<=50K
55,private,49996,11th,never_married,machine_op_inspct,not_in_family,black,female,0,0,40,united_states,<=50K
35,private,187112,bachelors,never_married,other_service,not_in_family,white,female,0,0,45,united_states,<=50K
36,private,180859,assoc_voc,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,38,united_states,<=50K
29,private,185647,some_college,never_married,tech_support,own_child,white,male,0,0,60,united_states,<=50K
30,private,316606,bachelors,married_civ_spouse,other_service,wife,white,female,0,0,40,united_states,<=50K
45,private,274657,11th,married_civ_spouse,craft_repair,husband,white,male,0,0,40,unknown,<=50K
39,federal_gov,193583,bachelors,divorced,prof_specialty,unmarried,white,female,5455,0,60,united_states,<=50K
18,private,338836,hs_grad,never_married,other_service,own_child,white,male,0,0,20,united_states,<=50K
28,private,216814,hs_grad,married_civ_spouse,transport_moving,husband,black,male,0,0,40,united_states,<=50K
27,private,106935,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,<=50K
38,private,223433,hs_grad,never_married,machine_op_inspct,not_in_family,white,male,0,0,40,united_states,<=50K
33,private,174789,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
25,private,135603,hs_grad,married_civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,>50K
